Timestamp,activity_label,accX,accY,accZ,gyroX,gyroY,gyroZ
2025-08-16 11:35:53 ,squating,6.0,0.64,0.64,-69.85,4.43,5.98
2025-08-16 11:35:53 ,squating,0.04,0.65,0.65,-67.78,-2.9,0.01,0.59,0.59,-56.37,12.02,-8.91
2025-08-16 11:35:53 ,squating,0.03,0.54,0.54,-70.13,0.7,3.05
2025-08-16 11:35:53 ,squating,0.06,0.64,0.64,-69.85,4.43,5.98
2025-08-16 11:35:53 ,squating,0.04,0.65,0.65,-67.78,-2.9,601.0,0.59,0.59,-56.37,12.02,-8.91
2025-08-16 11:35:53 ,squating,0.03,0.54,0.54,-70.13,0.7,3.05
2025-08-16 11:35:53 ,squating,0.06,0.64,0.64,-69.85,4.43,5.98
2025-08-16 11:35:53 ,squating,0.04,0.65,0.65,-67.78,-2.9,6.74
2025-08-16 11:35:53 ,squating,0.03,0.62,0.62,-83.95,-16.08,30.21
2025-08-16 11:35:53 ,squating,-0.05,0.69,0.69,-80.96,-18.4,15.59
2025-08-16 11:35:53 ,squating,-0.09,0.7,0.7,-72.45,-15.47,19.26
2025-08-16 11:35:53 ,squating,-0.03,0.75,0.75,-72.33,-15.14,14.77
2025-08-16 11:35:53 ,squating,-0.04,0.76,0.76,-61.28,-15.23,11.93
2025-08-16 11:35:53 ,squating,-0.14,0.81,0.81,-66.47,-23.77,10.22
2025-08-16 11:35:53 ,squating,-0.08,0.83,0.83,-61.07,-22.64,8.45
2025-08-16 11:35:53 ,squating,-0.15,0.81,0.81,-60.88,-27.5,8.67
2025-08-16 11:35:53 ,squating,-0.04,0.99,0.99,-58.81,-33.57,-3.78
2025-08-16 11:35:53 ,squating,-0.07,0.97,0.97,-54.14,-35.34,9.86
2025-08-16 11:35:53 ,squating,-0.24,0.94,0.94,-49.01,-35.74,9.46
2025-08-16 11:35:53 ,squating,-0.15,0.83,0.83,-43.67,-24.81,2.69
2025-08-16 11:35:54 ,squating,-0.15,0.93,0.93,-38.45,-25.12,-5.86
2025-08-16 11:35:54 ,squating,-0.11,0.97,0.97,-40.07,-22.86,-8.03
2025-08-16 11:35:54 ,squating,-0.12,0.98,0.98,-40.74,-12.97,-10.74
2025-08-16 11:35:54 ,squating,-0.19,0.96,0.96,-41.44,-10.35,-17.0
2025-08-16 11:35:54 ,squating,-0.13,1.03,1.03,-39.49,-12.54,-15.78
2025-08-16 11:35:54 ,squating,-0.15,1.07,1.07,-37.2,-19.07,-5.92
2025-08-16 11:35:54 ,squating,-0.18,1.0,1.0,-31.71,-19.23,4.36
2025-08-16 11:35:54 ,squating,-0.19,1.03,1.03,-23.99,-10.8,-0.85
2025-08-16 11:35:54 ,squating,-0.16,1.1,1.1,-18.52,3.11,-9.55
2025-08-16 11:35:54 ,squating,-0.19,1.12,1.12,-12.45,6.2,-7.14
2025-08-16 11:35:54 ,squating,-0.17,1.2,1.2,-4.73,9.09,-7.42
2025-08-16 11:35:54 ,squating,-0.2,1.18,1.18,10.35,10.86,-6.1
2025-08-16 11:35:54 ,squating,-0.16,1.24,1.24,23.07,14.53,-7.93
2025-08-16 11:35:54 ,squating,-0.14,1.2,1.2,33.84,20.9,-0.27
2025-08-16 11:35:54 ,squating,-0.15,1.09,1.09,47.52,24.35,4.97
2025-08-16 11:35:54 ,squating,-0.09,1.05,1.05,55.3,25.3,8.79
