Timestamp,activity_label,accX,accY,accZ,gyroX,gyroY,gyroZ
2025-08-02 18:18:03 ,walking,6.0
2025-08-02 18:18:03 ,walking,-0.11,-0.45,-0.45,30.24,-20.81,5.8
2025-08-02 18:18:03 ,walking,-0.07,-0.03,-0.03,-95.28,-35.68,-25.21
2025-08-02 18:18:03 ,walking,-0.32,0.11,0.11,73.88,31.25,-36.96
2025-08-02 18:18:03 ,walking,-0.11,-0.45,-0.45,30.24,-20.81,5.8
2025-08-02 18:18:03 ,walking,-0.07,-0.03,-0.03,-95.28,-35.68,-25.21
2025-08-02 18:18:03 ,walking,-0.24,-0.05,-0.05,-17.52,37.08,-113.16
2025-08-02 18:18:03 ,walking,-0.02,-0.4,-0.4,123.2,63.72,-41.69
2025-08-02 18:18:03 ,walking,0.31,-0.49,-0.49,66.83,-61.07,19.68
2025-08-02 18:18:03 ,walking,0.01,-0.11,-0.11,75.38,18.16,-45.5
2025-08-02 18:18:03 ,walking,-0.11,-0.3,-0.3,50.17,9.49,-31.1
2025-08-02 18:18:03 ,walking,0.15,-0.25,-0.25,43.98,26.49,-67.57
2025-08-02 18:18:03 ,walking,0.19,-0.22,-0.22,43.85,2.93,-33.51
2025-08-02 18:18:03 ,walking,0.31,-0.2,-0.2,48.71,-15.17,-18.92
2025-08-02 18:18:03 ,walking,0.28,-0.05,-0.05,76.69,-1.28,-12.08
2025-08-02 18:18:03 ,walking,0.09,-0.04,-0.04,54.02,-12.88,2.62
2025-08-02 18:18:03 ,walking,0.08,-0.24,-0.24,51.76,-22.61,15.69
2025-08-02 18:18:03 ,walking,0.19,-0.14,-0.14,56.76,-11.54,3.17
2025-08-02 18:18:03 ,walking,0.15,-0.3,-0.3,26.58,-7.72,-27.86
2025-08-02 18:18:03 ,walking,0.14,-0.32,-0.32,23.01,7.39,-28.56
2025-08-02 18:18:03 ,walking,0.25,-0.37,-0.37,14.43,9.95,-33.54
2025-08-02 18:18:03 ,walking,0.33,-0.22,-0.22,1.62,-1.77,-37.35
2025-08-02 18:18:03 ,walking,0.29,-0.32,-0.32,-10.68,12.6,16.3
